sentence,layer,token_position,experts_activated
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.10.mlp.deepspeed_moe.gate.wg,1,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.10.mlp.deepspeed_moe.gate.wg,2,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.10.mlp.deepspeed_moe.gate.wg,3,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.10.mlp.deepspeed_moe.gate.wg,4,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.10.mlp.deepspeed_moe.gate.wg,5,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.10.mlp.deepspeed_moe.gate.wg,6,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.10.mlp.deepspeed_moe.gate.wg,7,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.10.mlp.deepspeed_moe.gate.wg,8,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.10.mlp.deepspeed_moe.gate.wg,9,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.10.mlp.deepspeed_moe.gate.wg,10,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.10.mlp.deepspeed_moe.gate.wg,11,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.10.mlp.deepspeed_moe.gate.wg,12,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.10.mlp.deepspeed_moe.gate.wg,13,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.10.mlp.deepspeed_moe.gate.wg,14,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.10.mlp.deepspeed_moe.gate.wg,15,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.10.mlp.deepspeed_moe.gate.wg,16,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.12.mlp.deepspeed_moe.gate.wg,0,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.12.mlp.deepspeed_moe.gate.wg,1,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.12.mlp.deepspeed_moe.gate.wg,2,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.12.mlp.deepspeed_moe.gate.wg,3,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.12.mlp.deepspeed_moe.gate.wg,4,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.12.mlp.deepspeed_moe.gate.wg,5,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.12.mlp.deepspeed_moe.gate.wg,6,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.12.mlp.deepspeed_moe.gate.wg,7,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.12.mlp.deepspeed_moe.gate.wg,8,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.12.mlp.deepspeed_moe.gate.wg,9,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.12.mlp.deepspeed_moe.gate.wg,10,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.12.mlp.deepspeed_moe.gate.wg,11,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.12.mlp.deepspeed_moe.gate.wg,12,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.12.mlp.deepspeed_moe.gate.wg,13,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.12.mlp.deepspeed_moe.gate.wg,14,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.12.mlp.deepspeed_moe.gate.wg,15,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.12.mlp.deepspeed_moe.gate.wg,16,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.14.mlp.deepspeed_moe.gate.wg,0,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.14.mlp.deepspeed_moe.gate.wg,1,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.14.mlp.deepspeed_moe.gate.wg,2,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.14.mlp.deepspeed_moe.gate.wg,3,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.14.mlp.deepspeed_moe.gate.wg,4,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.14.mlp.deepspeed_moe.gate.wg,5,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.14.mlp.deepspeed_moe.gate.wg,6,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.14.mlp.deepspeed_moe.gate.wg,7,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.14.mlp.deepspeed_moe.gate.wg,8,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.14.mlp.deepspeed_moe.gate.wg,9,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.14.mlp.deepspeed_moe.gate.wg,10,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.14.mlp.deepspeed_moe.gate.wg,11,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.14.mlp.deepspeed_moe.gate.wg,12,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.14.mlp.deepspeed_moe.gate.wg,13,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.14.mlp.deepspeed_moe.gate.wg,14,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.14.mlp.deepspeed_moe.gate.wg,15,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.14.mlp.deepspeed_moe.gate.wg,16,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.16.mlp.deepspeed_moe.gate.wg,0,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.16.mlp.deepspeed_moe.gate.wg,1,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.16.mlp.deepspeed_moe.gate.wg,2,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.16.mlp.deepspeed_moe.gate.wg,3,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.16.mlp.deepspeed_moe.gate.wg,4,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.16.mlp.deepspeed_moe.gate.wg,5,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.16.mlp.deepspeed_moe.gate.wg,6,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.16.mlp.deepspeed_moe.gate.wg,7,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.16.mlp.deepspeed_moe.gate.wg,8,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.16.mlp.deepspeed_moe.gate.wg,9,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.16.mlp.deepspeed_moe.gate.wg,10,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.16.mlp.deepspeed_moe.gate.wg,11,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.16.mlp.deepspeed_moe.gate.wg,12,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.16.mlp.deepspeed_moe.gate.wg,13,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.16.mlp.deepspeed_moe.gate.wg,14,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.16.mlp.deepspeed_moe.gate.wg,15,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.16.mlp.deepspeed_moe.gate.wg,16,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.18.mlp.deepspeed_moe.gate.wg,0,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.18.mlp.deepspeed_moe.gate.wg,1,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.18.mlp.deepspeed_moe.gate.wg,2,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.18.mlp.deepspeed_moe.gate.wg,3,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.18.mlp.deepspeed_moe.gate.wg,4,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.18.mlp.deepspeed_moe.gate.wg,5,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.18.mlp.deepspeed_moe.gate.wg,6,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.18.mlp.deepspeed_moe.gate.wg,7,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.18.mlp.deepspeed_moe.gate.wg,8,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.18.mlp.deepspeed_moe.gate.wg,9,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.18.mlp.deepspeed_moe.gate.wg,10,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.18.mlp.deepspeed_moe.gate.wg,11,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.18.mlp.deepspeed_moe.gate.wg,12,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.18.mlp.deepspeed_moe.gate.wg,13,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.18.mlp.deepspeed_moe.gate.wg,14,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.18.mlp.deepspeed_moe.gate.wg,15,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.18.mlp.deepspeed_moe.gate.wg,16,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.2.mlp.deepspeed_moe.gate.wg,0,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.2.mlp.deepspeed_moe.gate.wg,1,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.2.mlp.deepspeed_moe.gate.wg,2,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.2.mlp.deepspeed_moe.gate.wg,3,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.2.mlp.deepspeed_moe.gate.wg,4,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.2.mlp.deepspeed_moe.gate.wg,5,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.2.mlp.deepspeed_moe.gate.wg,6,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.2.mlp.deepspeed_moe.gate.wg,7,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.2.mlp.deepspeed_moe.gate.wg,8,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.2.mlp.deepspeed_moe.gate.wg,9,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.2.mlp.deepspeed_moe.gate.wg,10,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.2.mlp.deepspeed_moe.gate.wg,11,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.2.mlp.deepspeed_moe.gate.wg,12,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.2.mlp.deepspeed_moe.gate.wg,13,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.2.mlp.deepspeed_moe.gate.wg,14,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.2.mlp.deepspeed_moe.gate.wg,15,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.2.mlp.deepspeed_moe.gate.wg,16,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.20.mlp.deepspeed_moe.gate.wg,0,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.20.mlp.deepspeed_moe.gate.wg,1,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.20.mlp.deepspeed_moe.gate.wg,2,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.20.mlp.deepspeed_moe.gate.wg,3,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.20.mlp.deepspeed_moe.gate.wg,4,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.20.mlp.deepspeed_moe.gate.wg,5,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.20.mlp.deepspeed_moe.gate.wg,6,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.20.mlp.deepspeed_moe.gate.wg,7,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.20.mlp.deepspeed_moe.gate.wg,8,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.20.mlp.deepspeed_moe.gate.wg,9,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.20.mlp.deepspeed_moe.gate.wg,10,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.20.mlp.deepspeed_moe.gate.wg,11,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.20.mlp.deepspeed_moe.gate.wg,12,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.20.mlp.deepspeed_moe.gate.wg,13,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.20.mlp.deepspeed_moe.gate.wg,14,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.20.mlp.deepspeed_moe.gate.wg,15,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.20.mlp.deepspeed_moe.gate.wg,16,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.22.mlp.deepspeed_moe.gate.wg,0,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.22.mlp.deepspeed_moe.gate.wg,1,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.22.mlp.deepspeed_moe.gate.wg,2,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.22.mlp.deepspeed_moe.gate.wg,3,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.22.mlp.deepspeed_moe.gate.wg,4,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.22.mlp.deepspeed_moe.gate.wg,5,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.22.mlp.deepspeed_moe.gate.wg,6,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.22.mlp.deepspeed_moe.gate.wg,7,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.22.mlp.deepspeed_moe.gate.wg,8,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.22.mlp.deepspeed_moe.gate.wg,9,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.22.mlp.deepspeed_moe.gate.wg,10,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.22.mlp.deepspeed_moe.gate.wg,11,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.22.mlp.deepspeed_moe.gate.wg,12,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.22.mlp.deepspeed_moe.gate.wg,13,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.22.mlp.deepspeed_moe.gate.wg,14,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.22.mlp.deepspeed_moe.gate.wg,15,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.22.mlp.deepspeed_moe.gate.wg,16,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.4.mlp.deepspeed_moe.gate.wg,0,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.4.mlp.deepspeed_moe.gate.wg,1,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.4.mlp.deepspeed_moe.gate.wg,2,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.4.mlp.deepspeed_moe.gate.wg,3,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.4.mlp.deepspeed_moe.gate.wg,4,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.4.mlp.deepspeed_moe.gate.wg,5,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.4.mlp.deepspeed_moe.gate.wg,6,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.4.mlp.deepspeed_moe.gate.wg,7,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.4.mlp.deepspeed_moe.gate.wg,8,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.4.mlp.deepspeed_moe.gate.wg,9,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.4.mlp.deepspeed_moe.gate.wg,10,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.4.mlp.deepspeed_moe.gate.wg,11,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.4.mlp.deepspeed_moe.gate.wg,12,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.4.mlp.deepspeed_moe.gate.wg,13,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.4.mlp.deepspeed_moe.gate.wg,14,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.4.mlp.deepspeed_moe.gate.wg,15,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.4.mlp.deepspeed_moe.gate.wg,16,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.6.mlp.deepspeed_moe.gate.wg,0,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.6.mlp.deepspeed_moe.gate.wg,1,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.6.mlp.deepspeed_moe.gate.wg,2,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.6.mlp.deepspeed_moe.gate.wg,3,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.6.mlp.deepspeed_moe.gate.wg,4,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.6.mlp.deepspeed_moe.gate.wg,5,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.6.mlp.deepspeed_moe.gate.wg,6,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.6.mlp.deepspeed_moe.gate.wg,7,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.6.mlp.deepspeed_moe.gate.wg,8,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.6.mlp.deepspeed_moe.gate.wg,9,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.6.mlp.deepspeed_moe.gate.wg,10,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.6.mlp.deepspeed_moe.gate.wg,11,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.6.mlp.deepspeed_moe.gate.wg,12,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.6.mlp.deepspeed_moe.gate.wg,13,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.6.mlp.deepspeed_moe.gate.wg,14,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.6.mlp.deepspeed_moe.gate.wg,15,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.6.mlp.deepspeed_moe.gate.wg,16,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.8.mlp.deepspeed_moe.gate.wg,0,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.8.mlp.deepspeed_moe.gate.wg,1,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.8.mlp.deepspeed_moe.gate.wg,2,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.8.mlp.deepspeed_moe.gate.wg,3,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.8.mlp.deepspeed_moe.gate.wg,4,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.8.mlp.deepspeed_moe.gate.wg,5,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.8.mlp.deepspeed_moe.gate.wg,6,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.8.mlp.deepspeed_moe.gate.wg,7,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.8.mlp.deepspeed_moe.gate.wg,8,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.8.mlp.deepspeed_moe.gate.wg,9,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.8.mlp.deepspeed_moe.gate.wg,10,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.8.mlp.deepspeed_moe.gate.wg,11,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.8.mlp.deepspeed_moe.gate.wg,12,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.8.mlp.deepspeed_moe.gate.wg,13,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.8.mlp.deepspeed_moe.gate.wg,14,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.8.mlp.deepspeed_moe.gate.wg,15,0
"Once upon a time, in a land far far away, there lived a dragon.",model.layers.8.mlp.deepspeed_moe.gate.wg,16,0
